clean_text,label
"@ChiefICandy I don't have earrings, but I ofyen have to wear a hard hat that smooshes my glasses down into my ears and it SUCKS.I can feel a mask on them even when it's off.",2
Wear a mask. It’s the sign of a good leader. Learn from others. ,0
Faces behind the mask✊🏼🙏🏼,2
"""Mask police"" will begin patrolling for COVID violations in New York town while real crimes are totally ignored  ",1
Wear your mask. #mask #covid19 #Hollywood #LosAngeles #LA #California #CA #US @ Hollywood Pantages Theatre ,0
"No duh will wade has Covid, he doesn't know how to wear a mask.#cheater",0
"I have a great suggestion for @Walmart ... if you're gonna do covid vaccines,  try asking your employees now to wear masks properly. Tired of going in and seeing then as chin straps or bandana masks#Hypocrisy  #shame",2
"@richardwakile Honestly I have a hard enough time breathing with one mask. I got the vaccine, both shots and I want to be done with this. I still say this whole virus situation is a MESS. I don't trust it the longer time goes by.",2
"@patbiswanger @GovernorTomWolf Since this pandemic started I see how truly evil people can be. I wear a mask everywhere for people are at increased risk, it may or may not work but it’s worth trying #MaskUp",0
@_xgissel016 Wear a mask 😷,0
😞... I’m staying masked up and getting tested after events to make sure I don’t spread it if I get it. This shit is ridiculous. He don’t care about shit but his pockets. ,0
"@SisterAbigail11 @JoeColemam @AetherAnnon @TuckerCarlson The problem is I don’t trust anything I’m hearing from government, media and online.  Everyone has an agenda.  Sure wash your hands, but the mask thing is extremely questionable, social distancing, same thing.  Fauci is untrustable.",1
#WearAMask protect our healthcare professionals!!  ,0
@BedarP @SonjatMorgan @AndrewWerner @PaulMargolin @MarcBouwer @BravoTV @kmelkhat @AskMrMickey As someone just coming off of battling covid....wear the gd mask.  😕,0
"It’s a new year and we’re all excited to get back to our pre-pandemic normal. Medical experts say change is coming! But to get there we all need to continue wearing masks, social distancing and staying apart for a while longer.",0
"@Char__Latte And Heidi Cruz, @GoldmanSachs managing director, who is all smiles and is somehow unaware of how to properly wear a #mask.",2
"“If I’m not gonna wear a mask, I’m damn sure not gonna wear that life jacket they kept throwing at me” 😂😂😂😂 ",1
"WELL at least 🕷️ MAN will be wearing a mask , and he can sense COVID-19, because of his spidey sense  😷 . WOUNDING if the other cast will be wearing a mask while filming ?it hard to believe that everyone is going to be Spider-Man in the movie  😷. ",2
🚨🚨🚨 TONIGHT 🚨🚨🚨@thehubspark we will be serving up the #vibez for the night before Halloween party at the hub.Come out wear ur costumes and a mask @ The Hub Spark ,2
"@pesterplarson3 No masks.  No social distancing.  The vaccine is coming, but they won't take it.  So why worry about them?",2
I have rarely seen a police officer with a mask (and when I have it is usually only WoC officers) ,2
@JRubinBlogger @NateSilver538 He should be forced to wear a mask.,0
@realDonaldTrump #DumbDonnyPeepee your #MailOrderBride has cost the country more for hair care than Pelosi and #DementiaDon doesn't wear a mask. People in glass houses shouldn't throw stones. #LardAssTrump,2
I’m so tired of people not wearing masks in public. Like so much so that I’ve actually approached people asked them to put a mask on. We. Are. In. A. Pandemic. People. Get it together!,0
"@carlosnewstv you should wear a mask when you are in live TV , another Trump",0
"BIG NEWS: from @AIAARIZONA for Spring sports: All Players in competition, so players on the field or court, will no longer be required to wear a mask while in the game. People on the benches, coaches, and spectators will still need to be masked. Starting next week. #azfamily ",2
Is this the same CDC that said double masking is not effective just a couple months ago? HAHA ,2
@alanpeet @GCowitch @GovernorsOffice @GovernorTomWolf @SecretaryLevine But Wolfie got the Covid? 😉 Is he out doing car bombs at the local pub? Nope. He’s in his basement with a mask ! 😷 You do the science n math Einstein! ,1
"Also more than ever ...Wear a mask.Social distance.Buy local. Help your neighbor. For the love of God, please be an empathetic human being.",0
Screamed every Texan that just survived the most insane winter storm ever while also dealing with morons that won’t wear a mask or stay home. ,0
It’s a beautiful day in San Francisco and folks are out and about with Mask and Social Distancing. I hate it but we must. We can do this...SKOL ,0
"@Shailynrm @DrHorwitz Thank you for your kind response.  Masks are not foolproof, but they help “reduce” the chance of getting COVID.  My response is aimed at the collective community where I live.  If all of (pre vaccine) had been wearing masks in large group situations and social distancing,",0
@kerbehr @thehill La county mandated masks back in April and it’s been 1k cases a day on average during this entire pandemic,2
"Cases are going up in MA, so Leafeon and I are here to remind you to wear a mask in public! ",0
"All these beautiful and fresh flowers coming from my garden. Happy Friday! 🥰🤗🏡🥂Be Safe- Be smart- Wear a Mask- Social Distance let's help each other😷😷😷🏡🏡🇺🇸💙 @ Mahwah, New Jersey ",0
The #maskhysteria has gone out of control. 99% of the people have no clue why they are wearing or enforcing mask mandates. The blind conformance to the government's orders are confirmation to them that if they can create enough fear they mandate anything to the general public. ,1
"I have asthma &amp; sinus issues that are so severe that I usually can only breathe through one nostril, I wear a mask normally up to 10 hours a day when I work &amp; I don’t ever complain NOT ONE TIME! So I don’t ever wanna hear y’all complain about having to wear a mask for 5+ minutes!",0
I guess everyone will make their own choice to wear or not wear a mask but I prefer them bc I don’t like people to tell me to smile 😒 lol,0
"“We will listen to science.... we will learn from new information as it comes in... wear a mask” -Joe Biden on COVID-19, hitting my intellectual and emotional G-Spot over and over again in broad daylight on live TV ",0
"@joncoopertweets @DonaldJTrumpJr That Lady Karma just came out of her house again and started her crazy laugh and blew some germs Donnies way. . . . I thought Covid was going away, I thought it couldn't happen to you Donnie, I guess OP. Warp Speed just wasn't fast enough, NO MASK STUPID!",0
"Exactly. If you’ve heard Mayor Curry talk about the importance of masks &amp; social distancing for months, but you’re just now actually going to do it simply because a local order was issued, you should probably rethink your decision-making process. Personal responsibility matters. ",0
"@e_elenaaaa @juchedroid @BrandonLBradfor @molly_knight @DailyMail And he quickly pivoted emphasizing the importance. There was still so much unknown of the virus and it was vital for the PPE to be with the frontline people. Once they understood that so much of the virus was transmitted by breathing, he pushed hard for masks.",2
"Can #masks be toxic? Seems so. Please warn the vulnerable (elderly, asthmatic etc.). #COVID19 #MaskUp #icantbreathe #hoax ",1
"one side of my timeline is nothing but people having fun and hitting bars, clubs and parties with no masks on. the other side are people losing their loved ones to covid. what a fucked up time we live in.",0
Virtual or In-Person?• Virtual // pick-up your Jimin BDay Kit in ATX. Before the day of the event we will post a rec list of places to get drinks + [day of] there will be a livestream feat. our admins on YouTube.• In-Person // required social distancing and masks.,2
"Happy Independence Day everyone. Wishing all of you the best on this independence day and to many more.  Be safe, wear your mask, practice social distancing. Salud!",0
"@GOPLeader Steve, are you an idiot?  Slow the spread—wear a mask!",0
'We disagree': Medical professionals counter coronavirus lockdown protesters - ABC News via @ABC -  45M people sacrificed locked down for 7 months wearing masks ARE NOT WORKING! More people are dying related to the shutdowns!,1
"@drchrxis @mattstocum @birbigs Do you have anything to back up the claim that masks ‘can’t stop the spread of coronavirus.’ Also I don’t know if you noticed, but a lot of stuff was closed, or at limited capacity over the last year. You think that helped stop the flu from spreading?",2
"New mask, who dis. #Corona2020 #WashYourHands #WearAMask #ItsThatSimple #TB12 #Mask #GermFree #TheInterrupters tombrady @tb12sports @Interruptweets @ Southie.  (aka South Boston) ",0
@geoffschwartz What you don't get is that ppl are social creatures &amp; social distancing &amp; wearing a mask go against human nature. There is 35% of the pop. who will never comply w/these unnatural mandates. So you either stop forcing ppl to comply or get comfortable w/more civil strife. Your call.,1
"Thank you deenalashawn for keeping me fashionable during the pandemic. I have 1 for everyday of the week! #covid19 #covid #mask  #masks #maskforsale #chicagomasks @ South Holland, Illinois ",2
#SavageCorona 😈Now Introducing Savage Masks !! #MaskUp Against Corona With Savage🖤 #TheSavageMovement #930TSM #Justice4AJ. #Justice4Savage ,2
Wear a damn mask. ,0
I don’t want to wear a mask I want to run free!!!  #wildwomendoFrancine Going Wild [HD] - American Dad  via @YouTube,1
"@secupp Has someone who wears glasses, I find that very surprising considering what a pain in the ass it is to wear a mask with glasses.",1
Anyone see any minorities at this rally? 🤔🤔🤔wear a fuckn mask and don’t be a pos. ,0
"County Commissioner @V_Baugh has said COVID is a hoax, does not wear masks but her and  @GovRonDeSantis brokered an exclusive deal for LWR residents to receive access to vaccine.Wealthy, white donors will be taken care of while the rest of us get crumbs. @CNN @bradentonherald",0
Is there a possibility that these #black &amp; #latino #COVIDIDIOTS without #mask are returned to their neighborhoods with #COVID19 after being compensated &amp; bussed in by #TrumpSupporters 🤔😷 #Election2020 #ElectionDay #VOTE #coronavirus #Republican ,0
"Not a mask in sight, just people living in the moment 🤡 ",2
"Glad to see that here in #ATL -home of @CDCgov — folks are following social distancing guidelines, wearing masks, being careful not to congregate... arg ... Guess we’re ground zero for a real-life Darwinian experiment. #COVID19 #coronavirus ",0
If you put on a mask to wear it under your nose consider yourself a fucking idiot,0
@MarieNews3LV @News3LV @ClarkCountySch Will the kids be required to wear masks at school... how about social distancing on buses...,2
"@anniesavage0 When asked whether Trump would urge Americans to wear masks, Trump replied:“If it‘s necessary, I would urge them to wear a mask and I would say follow the guidelines.“Ummm...Cuz facts matter🙄",0
@DasMooseTV It was non-empathetic of me to say that asthma is a bullshit excuse. For that I apologize.Growing up my mother had very severe asthma and whenever we went to the hospital when she had an asthma attack and she had to wear a mask she never had an issue.,2
Small businesses are closing in droves and likely to mot return. We need to get the pandemic under control which is as easy as following directions! Wear the damn mask. Small business is a part of the American Dream we can’t afford to lose. @NYC_SBS #SmallBusinessSaturday,0
"@realDonaldTrump Absolutely, healthy, cognitively aware seniors can vote early while crowd size is low can vote wearing a mask and social distancing. All others should consider voting by mail. I guess you may not fall in that catagory.",2
"Enjoying a good stick Covid style.....wear a mask smoke a cigar and save lives!!! @ Kalamazoo, Michigan ",0
"MASK TO COVID-19 OF AMERICA FOOTBALLDustproof mask washable. Price $3.95 dollarsVisit us en Miami, Florida ",2
U sound like we an uneducated selfserving piece of💩 wake up we get out of this pandemic by thinking about other people suffer wear a mask😷moron🖕U! ,0
"@tremain_pamela @SanFranDamn @LondonBreed @SFGate Incredible that they can supply them cigarettes, marijuana, and other drugs with ease when the pandemic first spiked but not masks???? And why not arrest them for not wearing masks? Or put them into the care of the state of they are mentally unstable for their safety / public’s?",0
Don’t want to wear a mask? bring a picnic basket to federal land. #CelebratingAmerica ,2
"@KevinMalogna @RBReich People maliciously transmitting HIV have been prosecuted for years, AND SHOULD BE.Causing another person’s death is a crime.Period. Full stop.It’s NOT criminalizing having #COVID19- it’s criminalizing knowingly having #COVID19 and not wearing a mask.",0
“Welcome back Trey! We hope you feel safe at work. We have plexiglass and you can only wear this one type of mask which fits poorly.”😐 ,2
Sweden's Success is Kryptonite for Lockdown and Mask Advocates by @JordanSchachtel ,2
"Good morning, afternoon and evening, everybody!!! 🌞💚💪🏾😷 #LeadWithLove #goWithGod #beBlessed #BeSafeOutThere #WearAMask #AshWednesday ",2
YOU HAVE BEEN WARNED. #WearADamnMask ,0
Heart Attack or stroke may be the first time the patient or the MD knows the patient is #COVID19 positive! Hypercoagulopathy is one of the symptoms! Causes frost bite symptoms in fingers &amp; toes! This virus attacks the ENTIRE BODY! Now do #DialysisMachines #StayHomeMaskUp ,0
Alive &amp; will be strong everyone Helps ! Get involved ! Stay safe ! Use you're mind ! Be inventive ! Creative ! The Best will Follow! #WearAMask #StaySafe ,0
@freethehumanz @Malva81Alvarez @SSG_PAIN @BardsFM I never wear a mask in Walmart and know one has said anything to me#MasksOffAmerica,1
Why is the impeached occupant wearing a mask and telling his cult not to wear one? He even mocked joe Biden for wearing a mask! What a loser! ,0
❤Help Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  @BillionShields  #Masks4All &gt; ,0
This old ass lady needs to be wearing 2 masks before corona makes her body the land that It loves 💀 ,2
Prayers for a New School Year!#preachingteachingreaching #ELCA #ChampaignUrbana #GSLChampaign #wearamask #prayforteachers ,0
Wear a damn mask!  ,0
"Wear your mask, wash your hands peeps. Let’s slow down the spread. ",0
"@idster Covid can not be resolved under trump.  They won’t even wear masks, and he wants all schools open, and everyone back to work.  Pandemic be dammed.  Huge gatherings of people with droplets flying.  No social distancing.",0
"With all the things we know that will combat #COVID19, when we work collectively &amp; take proactive measures, we can beat this virus together.There are no short cuts. Wearing masks, social distancing, &amp; proper hygiene methods will assist us in not adding fuel to the fire.",0
Communities safe? You are directly affecting community health by spreading the Corona virus with your mass unmasked gatherings. Is this your scheme with Putin to kill more Americans? ,0
@realDonaldTrump You mean Big COVID crowds...#WearADamnMask 😷 #DumpTrump2020,0
Today is the Day! FREE COVID Test!! 75 test available and you must register upon arrival. 10am-2pm. Spread the word! #StaySafe #MaskUp #FACESSF #VVNAP @ Visitacion Valley Neighborhood Access Point ,0
"i tested positive for coronavirus.. this shit is no joke. stay in the house, wear a mask if you have to go out",0
"It seems like #1dtwitter has to remind evrry member to wear a mask lol. Louis and Niall, pls don't be next.",0
"""When needed, I wear a mask,"" Trump said. ""I don't wear masks like him. Every time you see him he wears a mask. He could be speaking 200 feet away. He shows up with the biggest mask I've ever seen."" ",2
Hey @TheGoodLiars can you print up a million for #Florida? I live in Miami and ready to paste all up and down Collins Ave!  I will even wear a mask so no recognizes me! ,2
What are the odds on Siegel not wearing a mask Because I’ll take not wearing a mask for $1mill ,2
"I should be heading out to Sun Devil stadium right about now. Dang Covid. Mask up and social distance people, please.",0
"@tallyohhh Period. Wear a mask, but make it fashion.",0
"Yeah, let’s lift the ban on masks. Makes sense, right? 🤷🏻‍♂️🧥 ",2
Hmmmm. Another Republican Senator died of Covid-19 today. He was an anti-masker. Virginia Sen. Ben ChafinHmmm. ,0
"KELLY IS BACK. But this time, she wants to WEAR A MASK. ",2
"@pjpricemusic @Kimmie_v78 @CCrisshoo @Jared_Carrabis Just FYI-thats not how the masks work. So you can inform your “friend” that the concept is “‘My mask protects you. Your mask protects me.” So when ppl don’t wear them, it’s a big eff you to everyone you come in contact with. ie-selfish pricks",0
Why is there not more coverage of this??#MasksDontWork ,1
@CelineDeLionCou @Uber_Support Anyone who knows me knows that I wear my mask everywhere I go and I advocate very publicly for people skeptical about masks to start wearing them so I was notttt gonna stand there and let a lie be put in my account record as if it were fact lol 😌✨🤣,0
@Brad_Hope @nate_bukaty The places with the current outbreaks do NOT correlate to the places where the largest demonstrations took place. The major correlation is between places with outbreaks and places that didn’t require masks and/or opened early. ,0
When administration tells you it’s okay to wear your single-use N95 mask for a week straight #COVID19 ,2
Right now it is No Mask - No Bank Account..Soon No Vaccine-No Bank Account..Still don't believe huh? You will see this switch shortly..Brace yourselves for what's coming..Please repent and accept the free gift of Jesus Christ's death on the cross!,2
Well they are singing to the devil can't you tell no masks no social distancing! ,0
That game pissed me off enough as it was but the fact they stormed the field with some of them not wearing masks in the middle of a pandemic that’s getting even worse really just infuriates me even more,0
"5. Today marks the 5th person I personally know, that has caught Covid. Y’all muthafuckas need to wear a mask or keep your asses inside.",0
Can we stop wearing mask now ? ,1
Some masks are more effective at deterring coronavirus than others. Duke researches tested 14 commonly available masks. Here are the recommendations. - ,2
Silver lining: sixers wear Eagles dog/covid masks,2
"@theotherryans Done arguing today....have a great day don’t get the Covid, first hand experience here and yes I was a lucky one, I do wear a mask and took risks for my boys to play sports this fall...so I take full responsibility for getting it..",2
Who likes bananas? #WearAMask ,2
Does everyone on a plane have the right to open the door in flight?  Wear a f-ing MASK.,0
"Hi. #Americans. Hi #maga. Hi #RidinWithBiden. It’s me, fly.Can we try to go a SINGLE FUCKING DAY without the president causing a scandal? Putin or #racism or mass deaths from #COVID or holding up #Legislation?That’d be great. #WearAMask it’s not that hard. Thanks. ",0
@replouiegohmert Mask mandates are a part of our history.  A simple google search about the 1918 pandemic will help you Lea all about it. ,2
"Happy holidays to the people who stay home, WEAR masks and wear them CORRECTLY only. To those still treating this pandemic as a joke, I hope your holidays SUCK.",0
"Please join us for Adoration tomorrow, February 5, in the upper church. Exposition is at noon, followed by the Litany of the Sacred Heart, and continues until about 2 p.m. Masks and social distancing are required. ❤ #YearOfTheEucharist ",2
Wearing your damn mask people. It seriously isn’t that hard. ,0
@WTHRcom I am an RN for covid patients. I now see people not wearing masks. I try not to think of the day I might be helping their family talk to them by an ipad once they are too weak to use phone. Family members can now visit noncovid patients. How selfish it is not to do the minimum.,0
"Hey, so I went to Japan to model. Got stuck during the lockdown. So I started a company based in NYC &amp; TOKYO. THINGS. MASK, A line of tailor made mask. And an agency representing Local artist. #BlackOwnedBusiness #madeinjapan #madeinnewyork ",2
Yes!!  National mask mandate needed. ,0
"@realDonaldTrump Misogynist strikes again. Why would she wear a mask, you’re immune... unless that’s another lie, yet to be revealed.",2
@jen_myPsalms182 @RonaRon17 @GregAbbott_TX Then have them wear a mask. It's to protect them. I know it's hard but they will get used to it.,0
You’d think covid was gone seeing how many people are maskless in Walmart and Kroger. 🤦‍♂️,2
Anti-maskers explain themselves ,2
@cafedujord: wants strong uniform standards and mask and hand sanitizer. This is a bare minimum standard. We can't keep kicking the can.,0
Thank you for continuing to keep us all safe @BirdvilleISD .  It’s a shame the Governor is going against the CDC recommendations for masks.  Most people I know still haven’t gotten the vaccine yet. 💙🙏🏼💙 ,0
@JesseKellyDC Sorry your loved 1 died but we wont let you have a funeral COVID. George Floyd dies THOUSANDS go to funeral inside set side by side not once but 2 funerals. Ok they wore masks BFD!,2
Miss seeing your smiles behind the masks!💚💙❤️🧡 ,2
Wear 2 masks ,0
"3 different milkshakes bringing masked smiles @monarchcoffeekc and learning more about their drink program, plus changes with COVID. A healthy conversation on race in the coffee industry and open dialogue with Gisel… ",2
"About 16 people along with a few deaths. I work in a hospital &amp; see peoples names I know one day then in the morgue the next. Stop fucking playing around &amp; wear your mask, stay at home &amp; stop being dicks. ",0
"One of our vendors are using Sterifab to sanitize our lobbies, elevators, and common area. They are pictured here at our Manning Tower development #corona #covid_19 #staysafe #stopthespread #wearamask #BHA #brocktonhousing #communitymatters ",0
What happened DeWine? You started out so strong during this pandemic and now you are letting us down. Mandate masks state wide and save lives! ,0
EASY DIY FACE SHIELD MASK from SODA BOTTLE -Jonny DIY  via @YouTube,2
Cellphone video shows man claiming he has coronavirus and spitting at women because they weren't wearing face masks ,0
"So trump gets COVID, goes to the hospital, then poses for photos in his hospital room without a face mask! Very responsible!!",0
*This is a SOCIAL DISTANCING Show*LIMITED SEATING CAPACITY**MASK RECOMMENDED**TABLES and CHAIRS WILL BE SPACED!!*TICKETS WILL BE DIGITAL Or Via SIGN UP w/RECEIPT of Pay WHEN RESERVED IN ADVANCE At VENUE.To… ,2
Welcome to the new post Covid-19 world. Touchless thermal scans and mask detectors with facial recognition. “Keep positive and stay Covid-19 negative” ❤️ #drmiami #beautyispower #safety @… ,2
@BusyDrT @DrTedros 🍉US needs 70% to get infected 99% recover to get natural  herd immunity. Sweden stayed OPEN to embrace Covid &amp; herd immunity. Full employment.  Schools. No kids died. People take vitamin C hourly. Masks don’t work. Protest US mask insanity. Write-in Paul Kangas 4 President.,2
White House COVID-19 doctor clashes with North Dakota governor on mask mandate | INFORUM ,2
"Kamala should wear a mask, a face shield, and a full hazmat suit to the debate and explain, like the rest of America, she cannot trust this administration to protect her safety.",0
"@TheVotersSay @JohnPMcMillen @TSgroiNE @govkristinoem Jeff please stop spreading misinformation. Cloth masks prevent some of the “particles” that carry the virus, esp lg droplets. N95 masks prevent more &amp; smaller particles. Masks are TOGETHER with “social distancing” AND hand washing buy us time as a vaccine is developed &amp; deployed.",0
"""CDC confirms that double-masking significantly helps prevent the spread of COVID-19""  ",0
@EzzieJ @JimJohnsonSci The degree of anger in the anti-mask/pro-COVID brigade is pathological. How did that happen? Who/what engineered it? And how? Because it didn’t happen spontaneously,2
@SashaObama17 @MaliaObama16 This Is Falsehood. A Face Mask Is Not Going To Stop The Sperad Of COVID-19. Not Getting Tested Or Vaccinated Will Keep You Safe From COVID-19💯💯💯💪🏿😎✊🏿,1
@brickybrackywah “The masks are killing people” mmm no hun I think that would be the global pandemic 😂,2
36 #Purdue students suspended for breaking the #ProtectPurdue Pledge. @LifeAtPurdue tells me students were at an indoor party last night w/o masks or social distancing. @WTHRcom,2
Saints mask up and crush the Crusaders! ,0
"I'm actually looking forward to the #MacysParade this #Thanksgiving2020 .  Things we usually take for granted have a new meaning this year. Be safe everyone, #WearAMask and remind your loved ones how important they are!",0
Are these masks going to be cloth? Will they be any good at filtering respiratory droplets? What about aerosols? Is this a bona fide epidemic control measure or a PR stunt? ,1
the reason y’all got covid in Ms is because y’all don’t wear y’all damn mask!!!,0
@realDonaldTrump @MELANIATRUMP @IvankaTrump @DonaldJTrumpJr @EricTrump wear a fucking mask assholes #MaskUpAmerica,0
"yes hi um america, can you please just wear your mask? i would really like to go on my trip to London in february and would really appreciate it, as well as others would if we could start to listen and get this over with like other countries 🥺👉🏻👈🏻 ",0
Does everyone on a plane have the right to open the door in flight?  Wear a f-ing MASK.,0
The mask nazis are lit ,2
@CMCRET At this point all we can do is lead by example and let idiots be idiots.  Mask. Vote. Wash your hands. Love one another.💕,0
It’s simple. Wear a damn mask pendeja!! ,0
"@realDonaldTrump For the wealthy and the 1%. Stolen from the pockets of middle class and poor. Tell the truth once in 3+ years. Keep killing us with lack of Covid plan and militaristic street war. Tell the not to wear masks, that’s helpful. Go to Fla and enjoy your life. Let us live ours.",0
"No wonder corona gettin worse and worse...it’s niggas from NY, Cali, Atlanta, Louisiana in this Mf and not a mask in sight.....shiiiiid my mask staying on I promise",0
@Habitat4Humilty @LuvAmericanPats @CJ_Espinoza19 @78tiger @CandiceLen @DanielleMuscato @kroger Kroger HQ is Milwaukee has closed their building to keep people from coming in to the security desk. You have to have your contact come downstairs to let you in and wear a mask everywhere.I guess the executives care about themselves but not their customers.,2
"Gators, please keep those masks on. We will get through this. 😫 #GatorsWearMasks #COVID19 ",0
It makes me feel REAL GOOD that my anti masker family from Florida is coming and staying with my 93 year old grandma who just got over having pneumonia barely a month ago.,0
"It's time to just stop. Put those players who continue to test positive on the covid list, call up practice squad players, wear masks, and let's fucking go. Shit is ridiculous. #TitanUp ",0
"Be safe, be kind, mask the 😷 up and keep those 🤲🏼 clean, health care friends @YNHH @SmilowCancer. (And I’m waiting anxiously with you for vaccines to 🎤 drop on this whole situation). ",0
"The window of my home office faces the courtyard of my building and I often see people walking to and fro, outside, with their masks on. Between the individual commitment that some people have, and the fact that this SUCKS - hits the heart!!! #STAYATHOME #StaySafeStayHealthy ",0
"COVID isn’t part of “a bigger agenda” It’s a deadly virus that came from contaminated meat in an open air market in China. Masks are for your protection and mine. If you think you don’t have to wear one then stay away from me and don’t, we’d be better off as a species without you",0
"@ABC7News @GovernorVA If Corona 19 dissipates on clothing after 72 hours, why can’t masks and othe PPE be reused after a period of quarantine? #NorthamTownHall",2
Join me today Jan 25th on @sxmurbanview Ch 126 at 1pm EST on the #claycaneshow #bidenharris2020 #georgia @morehousedcalum @howardalumni #valdosta #immigration #blackimmigrants @hbcupridenation #wearamask ,2
"@sfpelosi “I don’t wear a mask while I wash my hair do you?” No bitch you should wear a mask while someone else is washing your hair since your inside a business and California although not mandated, it is part of the state guidelines to wear a mask inside a business. #hypocritepelosi",2
"Is New York State closing its borders and entry points to US Citizens coming from states with increased Covid-19 cases? We should be. We flattened the curve, we generally adhere to the science &amp; most NYers are wearing masks. Can’t say that about most other states in this country.",0
@spk_mind @metzaphysicalme @JessieJaneDuff @AOC Hate to disappoint a clown that wears a mask in a selfie but my relationships are doing just fine. We bond over our distrust of the liberal left which obviously you’re a part of. BTW masks don’t work the few I know of catching COVID-19 have been liberals so things do work out,1
@MollyJongFast Now that ignorant Cain died of COVID-19 there will be more white Trumpies wearing mask,0
"So ... what you’re saying going out to eat in restaurants, where people could be symptomatic or asymptomatic and everyone has to remove their face masks to eat and drink, during an airborne-spread pandemic isn’t safe? 🤔 #nokidding #wearyourmask #stayhome ",0
@Surgeon_General I just wish the rest of the USA got it! Wear your masks and avoid gatherings of greater than 6 people and WASH your hands!,0
"If you aren’t working on unmasked patients or covid positive patients in PA, but you work in a hospital &amp; received the vaccine, pls recognize that many healthcare workers are still putting their lives at risk w/o access to the vaccine. EMS &amp; Dental are 2 large forgotten groups.",2
😷🙌🏻❤️👏🏻🙏🏻 A day of trying to re-energized. Seatbelt ✅ Sunglasses 🕶✅ Mask 😷✅....yet another unfortunate record day of #COVID19 + cases here in Utah🙃☹️😞 This is NOT politics!! It is being a good human !! C’mon people!! #MaskUpUtah #WearAMaskUtah ,0
"@Sheltyb803 Never be sorry.Wearing a mask is the most patriotic thing to do. You are a great example, and #TheGoldStandard #ThankYouShelton for #WearAMask",0
"Listen LA: Put a damn mask on! Don’t pull it down to speak, we can hear you. Covid-19 is not over just cuz stores &amp; gyms are open. I’m not getting sick cuz you want shoes 😷",0
fuck masks and the vaccine ,1
(psa yes wear a ducking mask and no stay home don’t go to fuckin house parties instead read a book or maybe irresponsibly tweet abt ur chaotic impulses),0
"I guess the masks don’t work, huh? ",1
"@RozeRage @thehill Yes Karen, it’s EXACTLY like the Holocaust to ask you to wear a mask so you don’t spread a fucking plague.",2
The fool better remember to #MaskUp when he has lunch with the covid spreader in chief or he might not make to the LA governor's mansion. ,0
#MaskUp Everyone!Everyone must do their part to slowdown this virus 🦠 Masks offer much more protection against coronavirus than many think  ,0
Gee #SocialDistancing #Masks why you can’t trust #Trump! ,0
Not a good upward trend. #WearAMask ,0
Just tell people it’s gay not to wear a mask. Pandemic solved.,0
"you slap me with a mask violation, but you won’t say when this was reported and by which driver. We can’t call you. Endless back and forth. I always wear a mask in #lyft cars. Period.",2
"@rudyfan Goodnight! I like to wear a Paul Whiteman mask when I go out. For some reason, when I do people really keep their distance. ",2
If New Yorkers weren’t social distancing and wearing masks we wouldn’t be in the city! Love how they are taking care of the New York  that we love. And today we spent it in #Dumbo. #happyfriday #wearamask #nyc… ,0
"@katalva3 @GOP Look, no masks!  Freedom(to get Covid AND INFECT OTHERS)!  A golden idol of Trump to worship!  Not Christian or any other faith tradition is as selfish and obstinately ignorant as the Trumplicans. They are prolonging the pandemic. A pox on their houses! #RIPGOP #NeverGOPagain",0
How is this even a discussion.....much less an argument over how to protect people?? I’m beyond frustrated. Maybe we need two hospital systems. One for mask wearers and one for anti maskers/risk takers/rebels-  that’s a triage system i could get behind ,2
Seems like @realDonaldTrump’s @GOP will not let anything stop them from destroying our country. @BrianKempGA suing to prevent  mandatory mask policy during a pandemic (!!!) &amp; @DSteinhardtEsq @NJGOP suing  @NJGov to prevent emergency relief during unprecedented fiscal crisis (???),0
"Watch this. Share it. Let this sink it. It’s not a hoax. Stay home and when you must go out, wear a mask ",0
My other mask arrived today unexpectedly. Looooove it! #mask #covid #coronavirus #pandemic #spreadlovenotcooties #sparkle #glitter #prettygirlsshine #shinebright #bossbabe #redhead #redhair #ginger #blueeyes… ,2
"Y’all, and I cannot stress this enough, wear a mask and wash your hands! It may be too late for some, but not others! #MaskUp",0
"JUST Got update on new job, looks like another #LockDown cuz of #covid19 in #ElPasoCounty . Lookin like I'm gonna get #furloughed soon, and mother f🇺🇸ckers don't wana wear a mask..blah blah blah. You just that orange… ",0
Watching the episode of Schitts Creek where Alexis has a bad cold and they’re all indoors and not wearing masks and it’s making me cringe. Covid is such a mind fuck.,2
"@MaryMinnoch @MelissaAFrancis @realDonaldTrump For all those upset at the lack of social distancing and mask-wearing at the White House, just pretend for a second they're trying to burn down a neighborhood furniture store in the name of racial justice. Then you'll feel okay about it.",2
What ever pastor transitioning in a pandemic needs-a mask from @SBTS and a bunch of still unopened boxes of books. Thankful to start my time at Fairview Baptist church today. May God glorify himself through this church! ,2
#MattGaetzIsATool you mean the idiot that wore a gas mask to Congress as a joke ... that POS ,2
"@bobconfer @Waaaaaaaake I’m beginning to lean towards taking the vaccine, but I will tell you this: The day I’m completely vaccinated, the masks is off, for good!   Even if that means I have to shop at Walmart only, because they don’t enforce the mask, just offer if you don’t have one.",1
HOW FUCKEN HARD IS IT TO WEAR A FUCKEN MASK !!!!! I HATE Y’ALL I SWEARRRRRR 😡😡🥺 ,0
